city_ascii,lat,lng,iso3,population
Zhenjiang,32.22,119.43,CHN,854000
Zunyi,27.7,106.92,CHN,849000
Anshun,26.2504,105.93,CHN,849000
Pingdingshan,33.7304,113.3,CHN,849000
Toulouse,43.62,1.4499,FRA,847000
El Paso,31.8478,-106.431,USA,845059
Nova Iguacu,-22.74,-43.47,BRA,844583
Voronezh,51.73,39.27,RUS,844000
Bhubaneshwar,20.2704,85.8274,IND,844000
Saratov,51.58,46.03,RUS,843000
Yuci,37.6804,112.73,CHN,840000
Yancheng,33.3856,120.1253,CHN,839000
Bishkek,42.8731,74.5852,KGZ,837000
Honolulu,21.3293,-157.846,USA,836995
Oslo,59.9167,10.75,NOR,835000
Cuernavaca,18.9211,-99.24,MEX,834001
Linfen,36.0803,111.52,CHN,834000
Bangui,4.3666,18.5583,CAF,831925
Warri,5.52,5.76,NGA,830106
Tucuman,-26.816,-65.2166,ARG,830000
Basel,47.5804,7.59,CHE,830000
Kermanshah,34.38,47.06,IRN,828313
Thessaloniki,40.6961,22.885,GRC,828000
Freetown,8.47,-13.2342,SLE,827000
Kota,25.18,75.835,IND,827000
Braga,41.555,-8.4213,PRT,826833
Jhansi,25.453,78.5575,IND,826494
Yueyang,29.3801,113.1,CHN,826000
Nottingham,52.9703,-1.17,GBR,825600
Agadir,30.44,-9.62,MAR,825467
Butterworth,5.4171,100.4,MYS,821652
Bareilly,28.3454,79.42,IND,817000
Jos,9.93,8.89,NGA,816824
Xingyi,25.0904,104.89,CHN,816000
Arequipa,-16.42,-71.53,PER,815000
Cebu,10.32,123.9001,PHL,815000
Liverpool,53.416,-2.918,GBR,811000
Rajshahi,24.375,88.605,BGD,810000
Langfang,39.5204,116.68,CHN,810000
Wuhu,31.3504,118.37,CHN,810000
Culiacan,24.83,-107.38,MEX,809000
Zhaotang,27.3204,103.72,CHN,809000
Valencia,39.485,-0.4,ESP,808000
Cuiaba,-15.5696,-56.085,BRA,806000
Lingyuan,41.24,119.4011,CHN,806000
Qui Nhon,13.78,109.18,VNM,805290
Malang,-7.98,112.61,IDN,805000
Aligarh,27.8922,78.0618,IND,805000
Lvov,49.835,24.03,UKR,803880
Bordeaux,44.85,-0.595,FRA,803000
Baoji,34.38,107.15,CHN,800000
Pekanbaru,0.565,101.425,IDN,799000
McAllen,26.2203,-98.2457,USA,798187
Oran,35.71,-0.62,DZA,798000
Yingkow,40.6703,122.28,CHN,795000
Bhiwandi,19.35,73.13,IND,795000
Liaoyang,41.28,123.18,CHN,794000
Chihuahua,28.645,-106.085,MEX,793000
Omaha,41.2634,-96.0453,USA,792463
Jammu,32.7118,74.8467,IND,791000
Malacca,2.2064,102.2465,MYS,788706
Zaporizhzhya,47.8573,35.1768,UKR,788000
Moradabad,28.8418,78.7568,IND,787000
Antalya,36.89,30.7,TUR,783000
Al Hudaydah,14.7979,42.953,YEM,780000
Islamabad,33.7,73.1666,PAK,780000
Campo Grande,-20.45,-54.6166,BRA,778000
Shaoxing,30.0004,120.57,CHN,777000
Yichun,47.6999,128.9,CHN,777000
Mangalore,12.9,74.85,IND,776632
Wuppertal,51.25,7.17,DEU,776525
Cheongju,36.6439,127.5012,KOR,775096
Zamboanga,6.92,122.08,PHL,773000
Hamhung,39.9101,127.5454,PRK,773000
Ilorin,8.49,4.55,NGA,771000
Fuyang,30.0533,119.9519,CHN,771000
Saarbrucken,49.2504,6.97,DEU,770001
Fuxin,42.0105,121.66,CHN,770000
Shiyan,32.57,110.78,CHN,770000
Quetta,30.22,67.025,PAK,768000
Trujillo,-8.12,-79.02,PER,765171
Kananga,-5.89,22.4,COD,765000
Trabzon,40.98,39.72,TUR,764714
Cotonou,6.4,2.52,BEN,762000
Jincheng,35.5004,112.83,CHN,760000
Albuquerque,35.1055,-106.6476,USA,759517
Lodz,51.775,19.4514,POL,758000
Krakow,50.06,19.96,POL,756000
Vientiane,17.9667,102.6,LAO,754000
Saltillo,25.42,-101.005,MEX,754000
Sao Jose dos Campos,-23.2,-45.8799,BRA,753769
Hungnam,39.8231,127.6232,PRK,751322
Taizz,13.6045,44.0394,YEM,751000
Pietermaritzburg,-29.61,30.39,ZAF,750845
Tangier,35.7473,-5.8327,MAR,750060
Changhua,24.0734,120.5134,TWN,750000
Hsinchu,24.8168,120.9767,TWN,750000
Fargona,40.39,71.78,UZB,750000
Namangan,41,71.67,UZB,750000
Kolhapur,16.7,74.22,IND,750000
Birmingham,33.5276,-86.7986,USA,749299
Liege,50.63,5.58,BEL,749110
Ciudad Guayana,8.37,-62.62,VEN,746535
Hegang,47.4,130.37,CHN,743307
Riga,56.95,24.1,LVA,742572
Nouakchott,18.0864,-15.9753,MRT,742144
Naga,13.6192,123.1814,PHL,741635
Gdansk,54.36,18.64,POL,740000
Ansan,37.3481,126.8595,KOR,739493
Nurnberg,49.45,11.08,DEU,737304
Oyo,7.8504,3.93,NGA,736072
Muscat,23.6133,58.5933,OMN,734697
Amravati,20.95,77.77,IND,734451
Denpasar,-8.65,115.22,IDN,732344
Sokoto,13.06,5.24,NGA,732178
Beihai,21.4804,109.1,CHN,728978
Ashgabat,37.95,58.3833,TKM,727700
Bremen,53.08,8.8,DEU,724909
As Sulaymaniyah,35.5613,45.4309,IRQ,723170
Zagreb,45.8,16,HRV,722526
Hannover,52.367,9.7167,DEU,722490
Cucuta,7.92,-72.52,COL,722146
Hamilton,43.25,-79.83,CAN,721053
Moshi,-3.3396,37.34,TZA,721018
Shaoguan,24.8,113.58,CHN,720266
Dayton,39.7798,-84.1999,USA,718772
Kumamoto,32.8009,130.7006,JPN,718232
Lianyungang,34.6004,119.17,CHN,715600
Acapulco,16.85,-99.916,MEX,715584
Kandahar,31.61,65.6949,AFG,715542
Rochester,43.1681,-77.6162,USA,714852
Dehra Dun,30.3204,78.05,IND,714223
Jeonju,35.8314,127.1404,KOR,711424
Samarqand,39.67,66.945,UZB,708000
Qingyuan,23.7004,113.0301,CHN,706717
Changzhi,36.1839,113.1053,CHN,706000
Tolyatti,53.4804,49.53,RUS,702879
Jaboatao,-8.11,-35.02,BRA,702621
Shizuoka,34.9858,138.3854,JPN,701561
Sarasota,27.3391,-82.5439,USA,701487
Bulawayo,-20.17,28.58,ZWE,699385
Soledad,10.92,-74.77,COL,698852
Meknes,33.9004,-5.56,MAR,697628
Sarajevo,43.85,18.383,BIH,696731
La Plata,-34.9096,-57.96,ARG,694253
Fresno,36.7834,-119.7933,USA,690895
Malegaon,20.5604,74.525,IND,690844
Enugu,6.45,7.5,NGA,688862
Chisinau,47.005,28.8577,MDA,688134
Huangshi,30.22,115.1,CHN,688090
Aracaju,-10.9,-37.12,BRA,685356
Bonn,50.7205,7.08,DEU,680543
San Pedro Sula,15.5,-88.03,HND,680091
Allentown,40.5962,-75.4756,USA,678169
Nellore,14.44,79.9899,IND,678004
Catania,37.5,15.08,ITA,674542
Gorakhpur,26.7504,83.38,IND,674246
Tulsa,36.1284,-95.9037,USA,674211
Ipoh,4.6,101.065,MYS,673318
Chongjin,41.7846,129.79,PRK,672614
Utsunomiya,36.55,139.87,JPN,667752
Puyang,35.7004,114.98,CHN,666322
An Najaf,32.0003,44.3354,IRQ,665552
Sao Jose dos Pinhais,-25.57,-49.18,BRA,665063
Santo Andre,-23.6528,-46.5278,BRA,662373
Bytom,50.35,18.91,POL,662247
Pointe-Noire,-4.77,11.88,COG,659084
At Taif,21.2622,40.3823,SAU,657282
Ismailia,30.5903,32.26,EGY,656135
Shimoga,13.9304,75.56,IND,654055
Bien Hoa,10.97,106.8301,VNM,652646
Zhanyi,25.6005,103.8166,CHN,652604
Kryvyy Rih,47.9283,33.345,UKR,652380
Andijon,40.79,72.34,UZB,650000
Tiruppur,11.0804,77.33,IND,650000
Irbid,32.55,35.85,JOR,650000
Krasnodar,45.02,39,RUS,649851
Concord,37.9722,-122.0016,USA,649437
Zaragoza,41.65,-0.89,ESP,649404
Genoa,44.41,8.93,ITA,647497
Lilongwe,-13.9833,33.7833,MWI,646750
Diyarbakir,37.9204,40.23,TUR,644763
Morelia,19.7334,-101.1895,MEX,644306
Ulyanovsk,54.33,48.41,RUS,640680
Utrecht,52.1003,5.12,NLD,640000
Kikwit,-5.03,18.85,COD,637736
Al Hufuf,25.3487,49.5856,SAU,637389
Yogyakarta,-7.78,110.375,IDN,636660
Wroclaw,51.1104,17.03,POL,634893
Winnipeg,49.883,-97.166,CAN,632063
Izhevsk,56.85,53.23,RUS,631038
Zhuozhou,39.5401,115.79,CHN,628000
Raurkela,22.2304,84.83,IND,625831
Springfield,42.1155,-72.5395,USA,625300
Colorado Springs,38.8673,-104.7605,USA,624789
Quebec,46.84,-71.2456,CAN,624177
Poznan,52.4058,16.8999,POL,623997
Bur Said,31.26,32.29,EGY,623864
Nanded,19.17,77.3,IND,623708
Bannu,32.989,70.5986,PAK,622419
Asmara,15.3333,38.9333,ERI,620802
Southend-on-Sea,51.55,0.72,GBR,618386
Cape Coral,26.644,-81.9961,USA,617896
Dresden,51.05,13.75,DEU,617515
Wiesbaden,50.0804,8.25,DEU,617126
Changping,40.2248,116.1944,CHN,614821
Charleston,32.8137,-79.9643,USA,613847
Palu,-0.907,119.833,IDN,612445
Taizhou,32.4904,119.9,CHN,612356
Xiangtai,37.05,114.5,CHN,611739
Samsun,41.28,36.3437,TUR,609339
Luxor,25.7,32.65,EGY,609248
Belgaum,15.865,74.505,IND,608756
Pontianak,-0.03,109.32,IDN,607311
Yaroslavl,57.62,39.87,RUS,606730
Constantine,36.36,6.5999,DZA,605179
Bandjarmasin,-3.33,114.5801,IDN,603576
Abu Dhabi,24.4667,54.3666,ARE,603492
Mission Viejo,33.6095,-117.655,USA,602851
Kirkuk,35.4722,44.3923,IRQ,601433
Sangli,16.8604,74.575,IND,601214
Barcelona,10.1304,-64.72,VEN,600954
Canoas,-29.92,-51.18,BRA,600000
El Mansura,31.0504,31.38,EGY,600000
Sohag,26.5504,31.7,EGY,600000
Barnaul,53.355,83.745,RUS,599579
Zahedan,29.5,60.83,IRN,598887
Jalalabad,34.4415,70.4361,AFG,597971
Chiclayo,-6.7629,-79.8366,PER,596792
Albany,42.6664,-73.7987,USA,596419
Hermosillo,29.0989,-110.9541,MEX,595811
Port Louis,-20.1666,57.5,MUS,595491
Grand Rapids,42.9615,-85.6557,USA,595467
Chandrapur,19.97,79.3,IND,595118
Al Hillah,23.4895,46.7564,SAU,594605
Al Hillah,32.4721,44.4217,IRQ,594605
Rasht,37.3,49.63,IRN,594590
Nagano,36.65,138.17,JPN,594311
Vinh,18.7,105.68,VNM,593645
Abeokuta,7.1604,3.35,NGA,593100
Kayseri,38.735,35.49,TUR,592840
Samarinda,-0.5,117.15,IDN,592228
Ajmer,26.45,74.64,IND,589985
Baton Rouge,30.4422,-91.1314,USA,589675
Dortmund,51.53,7.45,DEU,588462
Vladivostok,43.13,131.91,RUS,587022
Irkutsk,52.32,104.245,RUS,586695
Blantyre,-15.79,34.9899,MWI,584877
Knoxville,35.969,-83.9498,USA,581787
Anqing,30.5,117.05,CHN,580497
Cuttack,20.47,85.8899,IND,580000
Hachioji,35.6577,139.3261,JPN,579399
Khabarovsk,48.455,135.12,RUS,579000
Veracruz,19.1773,-96.16,MEX,578963
Kisangani,0.52,25.22,COD,578470
Libreville,0.3854,9.458,GAB,578156
Kerman,30.3,57.08,IRN,577514
Urmia,37.53,45,IRN,577307
Bikaner,28.0304,73.3299,IND,576015
Quetzaltenango,14.83,-91.52,GTM,575263
Shihezi,44.3,86.0299,CHN,573182
Ogden,41.2281,-111.9677,USA,571457
Columbia,34.0366,-80.9043,USA,571249
Kuching,1.53,110.33,MYS,570407
Shuozhou,39.3004,112.42,CHN,570000
Niigata,37.92,139.04,JPN,569797
Pereira,4.8104,-75.68,COL,568750
Macau,22.203,113.545,MAC,568700
Bakersfield,35.3528,-119.0354,USA,567585
Bouake,7.69,-5.03,CIV,567481
Akron,41.0802,-81.5219,USA,565311
Binjai,3.6204,98.5001,IDN,564979
Manama,26.2361,50.5831,BHR,563920
Uberlandia,-18.9,-48.28,BRA,563536
New Haven,41.3112,-72.9245,USA,563460
Sorocaba,-23.49,-47.47,BRA,563281
Tongling,30.9504,117.78,CHN,562832
Weihai,37.5,122.1,CHN,560255
Mar del Plata,-38,-57.58,ARG,555897
Santiago de Cuba,20.025,-75.8213,CUB,555865
Siping,43.17,124.33,CHN,555609
Kagoshima,31.586,130.5611,JPN,555352
Surakarta,-7.565,110.825,IDN,555308
Makhachkala,42.98,47.5,RUS,554981
Bhavnagar,21.7784,72.13,IND,554978
Uyo,5.008,7.85,NGA,554906
Bristol,51.45,-2.5833,GBR,553528
Bahawalpur,29.39,71.675,PAK,552607
Kenitra,34.2704,-6.58,MAR,551786
Ribeirao Preto,-21.17,-47.83,BRA,551267
Kanazawa,36.56,136.64,JPN,551249
Orenburg,51.78,55.11,RUS,550204
Malaga,36.7204,-4.42,ESP,550058
Tabuk,28.3838,36.555,SAU,547957
Puerto la Cruz,10.17,-64.68,VEN,546616
Jiujiang,29.73,115.98,CHN,545616
Hisar,29.17,75.725,IND,544829
Kashgar,39.4763,75.9699,CHN,543914
Matola,-25.9696,32.46,MOZ,543907
Bilaspur,22.0904,82.16,IND,543454
Sargodha,32.0854,72.675,PAK,542603
Leipzig,51.3354,12.41,DEU,542529
Vilnius,54.6834,25.3166,LTU,542366
Tirunelveli,8.7304,77.69,IND,542200
Cancun,21.17,-86.83,MEX,542043
Yangzhou,32.4,119.43,CHN,539715
Novokuznetsk,53.75,87.115,RUS,539616
Al Ladhiqiyah,35.54,35.78,SYR,539147
Matamoros,25.88,-97.5,MEX,538785
Goteborg,57.75,12,SWE,537797
Otsu,35.0064,135.8674,JPN,536976
Tomsk,56.495,84.975,RUS,535479
Linxia,35.6,103.2,CHN,534555
Matsuyama,33.8455,132.7658,JPN,533541
Rouen,49.4304,1.08,FRA,532559
Jiangmen,22.5804,113.08,CHN,532419
Oaxaca,17.0827,-96.6699,MEX,530728
Beira,-19.82,34.87,MOZ,530604
Guntur,16.33,80.45,IND,530577
Trablous,34.42,35.87,LBN,530000
Hamadan,34.796,48.515,IRN,528256
Cangzhou,38.3204,116.87,CHN,527681
Kota Kinabalu,5.98,116.11,MYS,527671
Gold Coast,-28.0815,153.4482,AUS,527660
Jian,27.1304,115,CHN,520248
Londrina,-23.3,-51.18,BRA,520238
Ryazan,54.62,39.72,RUS,520173
Shashi,30.32,112.23,CHN,520000
Bello,6.33,-75.57,COL,519670
Tyumen,57.14,65.53,RUS,519119
Lipetsk,52.62,39.64,RUS,515655
Siliguri,26.7204,88.455,IND,515574
Eskisehir,39.795,30.53,TUR,514869
Banda Aceh,5.55,95.32,IDN,513698
Ujjain,23.1904,75.79,IND,513350
Salta,-24.7834,-65.4166,ARG,512686
Penza,53.18,45,RUS,512602
Blida,36.4203,2.83,DZA,511348
Mykolayiv,46.9677,31.9843,UKR,510840
Karbala,32.6149,44.0245,IRQ,510692
Suez,30.005,32.5499,EGY,508335
Gliwice,50.3304,18.67,POL,507670
Bukittinggi,-0.3031,100.3615,IDN,506964
Liaoyuan,42.9,125.13,CHN,506548
Kota Baharu,6.12,102.23,MYS,505583
Jundiai,-23.2,-46.88,BRA,505548
Edinburgh,55.9483,-3.2191,GBR,504966
Tlaxcala,19.32,-98.23,MEX,503878
Arak,34.0804,49.7,IRN,503647
Davangere,14.47,75.92,IND,503564
Vina del Mar,-33.03,-71.54,CHL,503534
Pingtung,22.6817,120.4817,TWN,503530
Annaba,36.92,7.76,DZA,503524
Akola,20.71,77.01,IND,503502
Brighton,50.8303,-0.17,GBR,503008
Astrakhan,46.3487,48.055,RUS,502533
Bradford,53.8,-1.75,GBR,501700
Provo,40.2458,-111.6457,USA,501690
Bari,41.1142,16.8728,ITA,500577
Mazatlan,29.0171,-110.1333,MEX,500000
Awka,6.2104,7.07,NGA,500000
San Lorenzo,-25.34,-57.52,PRY,500000
Taoyuan,24.9889,121.3111,TWN,500000
Chiayi,23.4755,120.4351,TWN,500000
Keelung,25.1333,121.7333,TWN,500000
Thai Nguyen,21.6,105.83,VNM,500000
Shuangyashan,46.6704,131.35,CHN,500000
El Minya,28.09,30.75,EGY,500000
Damanhur,31.0504,30.47,EGY,500000
Pasuruan,-7.6296,112.9,IDN,500000
Tsu,34.7171,136.5167,JPN,500000
Mataram,-8.5795,116.135,IDN,499409
Macapa,0.033,-51.05,BRA,499166
Reynosa,26.08,-98.3,MEX,498654
Shahrisabz,39.0618,66.8315,UZB,498545
Douma,33.5833,36.4,SYR,496145
Worcester,42.2705,-71.8079,USA,495856
Skopje,42,21.4335,MKD,494087
Mwanza,-2.52,32.93,TZA,493944
Wuwei,37.928,102.641,CHN,493092
Toledo,41.6639,-83.582,USA,492237
Port Sudan,19.6158,37.2164,SDN,489725
Santa Fe,-31.6239,-60.69,ARG,489505
Tula,54.2,37.6299,RUS,489486
Beni Suef,29.0804,31.09,EGY,489450
Yanji,42.8823,129.5128,CHN,488740
Bologna,44.5004,11.34,ITA,488172
Saharanpur,29.97,77.55,IND,484873
Mesa,33.4016,-111.718,USA,484587
Gulbarga,17.35,76.82,IND,483615
Bhatpara,22.8504,88.52,IND,483129
Palm Bay,27.9861,-80.6628,USA,483098
Ife,7.4804,4.56,NGA,482365
Wichita,37.6894,-97.344,USA,482205
Feira de Santana,-12.25,-38.97,BRA,481911
Shah Alam,3.0667,101.55,MYS,481654
Mariupol,47.0962,37.5562,UKR,481626
Tuxtla Gutierrez,16.75,-93.15,MEX,481128
Herat,34.33,62.17,AFG,481009
Homyel,52.43,31,BLR,480951
Zhaoqing,23.0504,112.45,CHN,480000
Americana,-22.7499,-47.33,BRA,479472
Dhule,20.9,74.77,IND,479073
Ostrava,49.8304,18.25,CZE,478963
Yazd,31.9201,54.37,IRN,477905
Sialkote,32.52,74.56,PAK,477396
Kemerovo,55.34,86.09,RUS,477090
Nazret,8.55,39.27,ETH,476892
Des Moines,41.5725,-93.6104,USA,476689
Murrieta,33.572,-117.1909,USA,476630
Staten Island,40.5834,-74.1496,USA,476015
Jiaojing,28.6804,121.45,CHN,471500
Chaoyang,41.5504,120.42,CHN,470296
Juiz de Fora,-21.77,-43.375,BRA,470193
Long Beach,33.8059,-118.161,USA,470130
Udaipur,24.6,73.73,IND,469737
Izmit,40.776,29.9306,TUR,466504
Piraievs,37.95,23.7,GRC,466065
Shymkent,42.32,69.595,KAZ,465392
Iligan,8.1712,124.2154,PHL,464599
Qazvin,36.27,50,IRN,464551
Bloemfontein,-29.12,26.2299,ZAF,463064
Greenville,34.8364,-82.3649,USA,462640
Calabar,4.9604,8.33,NGA,461796
Malatya,38.3704,38.3,TUR,461574
Panzhihua,26.55,101.73,CHN,461513
Bandar-e-Abbas,27.2041,56.2721,IRN,461499
Naberezhnyye Chelny,55.7,52.3199,RUS,461086
Hamah,35.1503,36.73,SYR,460602
Cranbourne,-38.0996,145.2834,AUS,460491
Iquitos,-3.75,-73.25,PER,458729
Mazar-e Sharif,36.7,67.1,AFG,458151
Leicester,52.63,-1.1332,GBR,457983
Kirov,58.5901,49.67,RUS,457437
Jingdezhen,29.2704,117.18,CHN,457298
Durango,24.0311,-104.67,MEX,457140
Jambi,-1.59,103.61,IDN,457090
Volta Redonda,-22.5196,-44.095,BRA,456362
Hengshui,37.72,115.7,CHN,456356
Sfax,34.75,10.72,TUN,453050
Sunderland,54.92,-1.38,GBR,452934
Xalapa,19.53,-96.92,MEX,452186
Luhansk,48.5698,39.3344,UKR,452000
Manado,1.48,124.85,IDN,451893
Qaraghandy,49.885,73.115,KAZ,451800
An Nasiriyah,31.0429,46.2676,IRQ,451547
Oshawa,43.88,-78.85,CAN,450963
Qitaihe,45.8,130.85,CHN,450617
Belfast,54.6,-5.96,GBR,450406
Sanliurfa,37.17,38.795,TUR,449549
Chengde,40.9604,117.93,CHN,449325
Xuchang,34.0204,113.82,CHN,449258
Chlef,36.1704,1.32,DZA,449167
Oita,33.2432,131.5979,JPN,448907
Baguio City,16.43,120.5699,PHL,447824
San Juan,-31.55,-68.52,ARG,447048
Cheboksary,56.13,47.25,RUS,446781
Ado Ekiti,7.6304,5.22,NGA,446749
Balikpapan,-1.25,116.83,IDN,445905
Bellary,15.15,76.915,IND,445388
Bamenda,5.96,10.15,CMR,445299
Gent,51.03,3.7,BEL,444336
Tokushima,34.0674,134.5525,JPN,443760
Little Rock,34.7255,-92.3584,USA,442554
Wuzhou,23.48,111.32,CHN,442315
Portsmouth,50.8003,-1.08,GBR,442252
Cabimas,10.43,-71.45,VEN,441094
Foz do Iguacu,-25.5235,-54.53,BRA,440455
Wakayama,34.2231,135.1677,JPN,440006
Strasbourg,48.58,7.75,FRA,439972
Harrisburg,40.2752,-76.8843,USA,438995
Mawlamyine,16.5004,97.67,MMR,438861
San Cristobal,7.77,-72.25,VEN,438798
Nantes,47.2104,-1.59,FRA,438537
Khujand,40.29,69.6199,TJK,437684
Guangyuan,32.43,105.87,CHN,437435
Khomeini Shahr,32.7004,51.47,IRN,437138
Garoua,9.3,13.39,CMR,436899
Bukavu,-2.51,28.84,COD,436779
Tuticorin,8.82,78.13,IND,436094
Nagasaki,32.765,129.885,JPN,435455
Pohang,36.0209,129.3715,KOR,435266
Madison,43.0809,-89.3921,USA,434967
Kaliningrad,54.7,20.4973,RUS,434954
Likasi,-10.97,26.78,COD,434408
Spanish Town,17.9833,-76.95,JAM,432704
San Luis,-33.3,-66.35,ARG,432310
Denton,33.2165,-97.1411,USA,432200
Katsina,12.9904,7.6,NGA,432149
Welkom,-27.97,26.73,ZAF,431944
Santa Marta,11.2472,-74.2017,COL,431781
Villahermosa,18,-92.9,MEX,428564
Bryansk,53.26,34.43,RUS,427236
Reno,39.5487,-119.8486,USA,427007
Bournemouth,50.73,-1.9,GBR,426945
Bengkulu,-3.8,102.27,IDN,426673
Heidelberg,49.42,8.7,DEU,426590
Kurnool,15.83,78.03,IND,424920
Chaozhou,23.68,116.63,CHN,424787
Batangas,13.7817,121.0217,PHL,424508
Bratislava,48.15,17.117,SVK,423737
Gaya,24.8,85,IND,423692
Port Saint Lucie,27.2795,-80.3882,USA,422966
Ibague,4.4389,-75.2322,COL,421685
Ivanovo,57.01,41.01,RUS,420839
Erzurum,39.9204,41.29,TUR,420691
Akure,7.2504,5.2,NGA,420594
Asyut,27.19,31.1799,EGY,420585
Oakland,37.7903,-122.2165,USA,420005
Kolwezi,-10.7167,25.4724,COD,418000
Sukkur,27.7136,68.8486,PAK,417767
Luohe,33.57,114.03,CHN,417356
Campina Grande,-7.23,-35.88,BRA,417261
Kitchener,43.45,-80.5,CAN,417001
Middlesbrough,54.5804,-1.23,GBR,416042
Meizhou,24.3005,116.12,CHN,414930
Ardabil,38.25,48.3,IRN,414603
Magnitogorsk,53.4227,58.98,RUS,413351
Gifu,35.4231,136.7628,JPN,412895
Huancayo,-12.08,-75.2,PER,412733
Winston-Salem,36.1029,-80.261,USA,412490
Nha Trang,12.25,109.17,VNM,411556
Maturin,9.75,-63.17,VEN,410972
Xuanhua,40.5944,115.0243,CHN,409745
Kursk,51.74,36.19,RUS,409431
Oujda,34.69,-1.91,MAR,409391
Metz,49.1203,6.18,FRA,409186
Al Ayn,24.2305,55.74,ARE,408733
Jeju,33.5101,126.5219,KOR,408364
Oshogbo,7.7704,4.56,NGA,408245
Ipatinga,-19.4796,-42.52,BRA,407894
Szczecin,53.4204,14.53,POL,407811
Syracuse,43.0409,-76.1438,USA,407208
Murcia,37.98,-1.13,ESP,406807
Kitwe,-12.81,28.22,ZMB,404901
Tanta,30.7904,31,EGY,404901
Zanzibar,-6.16,39.2,TZA,403658
Chattanooga,35.0657,-85.2488,USA,403618
Taubate,-23.0195,-45.56,BRA,403560
Yining,43.9,81.35,CHN,403489
Bissau,11.865,-15.5984,GNB,403339
Pasay City,14.5504,121,PHL,403064
Mbale,1.0904,34.17,UGA,402368
Indio,33.7346,-116.2347,USA,402166
Kassala,15.46,36.39,SDN,401477
Lancaster,40.0421,-76.3012,USA,401205
Spokane,47.6671,-117.433,USA,400936
Sunchon,39.4236,125.939,PRK,400629
Durham,35.9801,-78.9045,USA,400379
Tver,56.86,35.89,RUS,400212
Surgut,61.2599,73.425,RUS,400000
Jingmen,31.0304,112.1,CHN,400000
Sikar,27.6104,75.14,IND,400000
Tumkur,13.33,77.1,IND,399606
Gomez Palacio,25.5701,-103.5,MEX,399328
Buraydah,26.3664,43.9628,SAU,398581
Khmelnytskyy,49.4249,27.0015,UKR,398346
Eindhoven,51.43,5.5,NLD,398053
Chiang Mai,18.8,98.98,THA,397211
Piura,-5.21,-80.63,PER,396932
Horlivka,48.2996,38.0547,UKR,396885
Ndola,-12.9999,28.65,ZMB,396339
Yuxi,24.38,102.57,CHN,396325
Kisumu,-0.09,34.75,KEN,395615
Palm Coast,29.5403,-81.2468,USA,395224
Kollam,8.9004,76.57,IND,394163
Tallinn,59.4339,24.728,EST,394024
Wellington,-41.3,174.7833,NZL,393400
El Obeid,13.1833,30.2167,SDN,393311
Arlington,32.6998,-97.1251,USA,392772
Niyala,12.06,24.89,SDN,392373
Sandakan,5.843,118.108,MYS,392288
Ahmednagar,19.1104,74.75,IND,391760
Poughkeepsie,41.6949,-73.921,USA,391552
Osh,40.5404,72.79,KGZ,391277
Stoke,53.0004,-2.18,GBR,390801
Stockton,37.9766,-121.3111,USA,390117
Bhilwara,25.3504,74.635,IND,389911
Comilla,23.4704,91.17,BGD,389411
Augusta,33.3644,-82.0708,USA,389215
Samut Prakan,13.6069,100.6115,THA,388920
Grenoble,45.1804,5.72,FRA,388574
Nampula,-15.136,39.293,MOZ,388526
Nizamabad,18.6704,78.1,IND,388505
Granada,37.165,-3.585,ESP,388290
Brno,49.2004,16.61,CZE,388277
Coventry,52.4204,-1.5,GBR,388271
Alajuela,10.02,-84.23,CRI,387743
Iloilo,10.705,122.545,PHL,387681
Scranton,41.4043,-75.6649,USA,387448
Campos,-21.75,-41.32,BRA,387417
Resistencia,-27.46,-58.99,ARG,387158
Baicheng,45.62,122.82,CHN,386861
Qarshi,38.8704,65.8,UZB,386361
Misratah,32.38,15.1,LBY,386120
Oxnard,34.1961,-119.1821,USA,385837
Hail,27.5236,41.7001,SAU,385257
Bejaia,36.7604,5.07,DZA,384937
Southampton,50.9,-1.4,GBR,384417
Celaya,20.53,-100.8,MEX,383697
Bonita Springs,26.3557,-81.7859,USA,382869
Pasto,1.2136,-77.2811,COL,382236
Caxias do Sul,-29.18,-51.17,BRA,381270
Nizhny Tagil,57.92,59.975,RUS,381116
Xichang,27.88,102.3,CHN,379993
Dezhou,37.4504,116.3,CHN,379555
Boise,43.5991,-116.2306,USA,379410
Vigo,42.22,-8.73,ESP,378952
Las Palmas,28.1,-15.43,ESP,378495
Parbhani,19.2704,76.76,IND,378326
Modesto,37.6371,-121.003,USA,377755
Karlsruhe,49,8.4,DEU,377487
Zhoukou,33.6304,114.63,CHN,377061
Makiyivka,48.0297,37.9746,UKR,376610
Putian,25.4303,119.02,CHN,376558
Kahramanmaras,37.61,36.945,TUR,376045
Manizales,5.06,-75.52,COL,375848
Palma,39.5743,2.6542,ESP,375773
Manukau,-37,174.885,NZL,375600
Shillong,25.5705,91.88,IND,375527
Khorramabad,33.4804,48.35,IRN,375198
Villavicencio,4.1533,-73.635,COL,374763
Sao Jose do Rio Preto,-20.7996,-49.39,BRA,374699
Kaunas,54.9504,23.88,LTU,374643
Latur,18.4004,76.57,IND,374394
Shache,38.4261,77.25,CHN,373492
Seremban,2.7105,101.94,MYS,372917
Denizli,37.7704,29.08,TUR,372344
Youngstown,41.0994,-80.6463,USA,372039
Van,38.4954,43.4,TUR,371713
La Coruna,43.33,-8.42,ESP,370610
Abadan,30.3307,48.2797,IRN,370180
